rise_time,decline_rate,peak_brightness,width,asymmetry,rise_decline_ratio,width_asymmetry,peak_width_ratio,decline_squared,type
1.4018710768316294,1.469448974259865,-0.9520697580101936,-0.03205420415477985,-1.337476147665102,21.68945186238978,6.32816011542252,-0.38858736003048705,0.7668484963205628,Ia
1.1005820926936236,0.776907985421477,-1.206326077890921,-0.4416572849786636,-0.9566448893784806,25.040810091538816,8.641259625741277,-0.49159513941710997,0.5009574369827363,Ia
1.4735064509374025,1.5158962336817676,-0.9534115680309744,-0.5768962355504744,-1.2632824678705308,21.754491969550237,5.298508830368878,-0.5276995200768247,0.7866990917797339,Ia
1.8888444751329037,1.716352565439459,-0.7604143699682036,-0.7450315325244565,-1.14672008968952,22.495590392063743,5.605269291246645,-0.586725658944484,0.875279597451045,Ia
1.0550839795369176,1.3277555758002095,-0.9870771286891002,-0.8054588828487164,-0.3223356070407853,20.837735659945338,11.381934754772834,-0.6221076144311455,0.7078588687078281,Ia
1.0550917695563495,1.9312960770845435,-0.9908675610151089,-0.7597344210986355,-0.46346543521636885,17.750418677088113,10.715971997985886,-0.601001018198929,0.9755109552296456,Ia
1.9155025555156633,0.8381034159776712,-1.3312864028567482,-0.37322052741683337,-1.5823805755524187,29.280111269920376,2.8952253115321778,-0.47540086594655173,0.522181225389922,Ia
1.5303244547907322,0.643902244800856,-1.3133662135375257,-0.3227786679771549,-0.6799248470706659,28.917647581807042,12.03870751652674,-0.46144282263627145,0.45634690077492557,Ia
0.9434272328437333,0.42363519717798076,-1.6524652382343465,-0.759119502091401,-0.6876960389349687,27.423700445435237,9.022909172122729,-0.6232091251638233,0.3870432174139365,Ia
1.423624353194287,1.7742610282773397,-0.20742595894766186,-0.24212265801478924,-1.518248291027616,20.097968650042002,3.7881153400253225,-0.414280657998948,0.9017485756576608,Ia
0.9463010546342061,1.427123726603999,-1.5796939081545778,-0.529847669831921,-0.6845677509661976,19.72780593322852,10.594289728492447,-0.530054367999283,0.7489804491388061,Ia
0.9452040119985189,1.134315729840505,-1.3271209279843932,-0.3983442583835423,-0.37977240371339044,21.484954884421423,14.411399514902008,-0.48231132348628775,0.6311373492107296,Ia
1.280994635966095,1.2727094807779211,-1.33881171533748,-0.09238651057193267,-1.5073481628032033,22.323664952517554,4.217146456893653,-0.409046034066171,0.6855788045284054,Ia
0.2583602079677383,0.6930502706277188,-0.5992200347605601,-0.24174663776979258,-1.4204463042007835,20.617378615295337,4.815401730656913,-0.4238030415567578,0.4725890083881458,Ia
0.34773571264994474,2.165953220161881,-1.1446881387742545,-0.48505716742281113,-0.6002758736077236,13.929264607628246,11.665478572948034,-0.5030731922614016,1.0911373441966885,Ia
0.8993886084193324,1.2105360363824083,-0.4374795558376107,-0.615058903290557,-0.9165195234699273,20.758968865228596,8.073811762765043,-0.5254363194468054,0.6608423702547472,Ia
0.6856115582275819,1.2023589505413004,-1.3182208006313672,-0.878256773632002,-0.7978566742317408,19.698557246169262,7.460752128364727,-0.6715501188722877,0.6576228393476495,Ia
1.3152929534324647,1.4565719477975505,-0.8815778901569822,-0.5791399430606377,-0.8872358194235838,21.348834398309055,8.520735613623271,-0.5263262298745296,0.7613900317474438,Ia
0.7353411322852357,1.355625559099987,-1.392419846378423,-0.4730728840027162,-0.865999360232032,19.0825778002879,9.3104095833376,-0.506303844619997,0.7192751758880336,Ia
0.4960670353733271,1.249578256884995,-0.026085658542790133,-0.6350995100947214,-1.5937775996208192,18.452829043463588,2.3616650238071637,-0.5198315144864613,0.6763226844479353,Ia
1.8616178984771765,0.8312218408909545,-1.553900705446719,-0.4563966278306722,-0.5877068265758695,29.032836361405764,11.98927998651689,-0.505641094805545,0.5197725857758658,Ia
1.059058791863588,1.3516905734088445,-0.8674462275506694,-0.41294684269330495,-0.5358848112934428,20.71476473644015,12.800154449273766,-0.4740730651574887,0.7176577612595645,Ia
1.1982279492185341,1.9334525666368985,-0.7189365954258542,-0.47593859866695126,-1.1288074071901126,18.35155986088145,6.883370982407362,-0.4883025064260713,0.9765440814893267,Ia
0.4901622898148489,1.7121383871533933,-0.8197799275014096,-0.5647023796141203,-1.0500125484572527,16.2116882416714,7.190219684713763,-0.5195403307614591,0.8733687583907532,Ia
0.9078842044328315,1.814325868883441,-1.0944163192073038,-0.3937798949328998,-1.6805071264428506,17.628380650897267,1.9151104449491738,-0.4748063079711455,0.9202922965353297,Ia
1.2188180182113286,0.9463977912659731,-1.0689888742548879,-0.3367221724719004,-0.8136320735809995,24.332180487654938,10.61259471410009,-0.4587786423458081,0.5608189064493004,Ia
0.6200552766437989,0.7490936116662172,-0.9893915327690297,-0.6566500942291671,-0.789133867452228,22.392479229301337,8.88594523606902,-0.5580089061605564,0.49145640576141736,Ia
1.3444505013183372,1.1053619014331257,-1.0768652138791863,-0.1344122636634198,-1.0579440324340617,23.813676168550728,9.118294651942188,-0.4117233068746494,0.6200323162767378,Ia
